u,v,e_type,ts,u_type,v_type,e_idx
364,2347,2,1673899742,1,3,784
378,676,2,1673899742,1,3,785
378,1888,2,1673899742,1,3,786
364,2008,2,1673899742,1,3,787
378,689,2,1673899742,1,3,788
378,1496,2,1673899742,1,3,789
378,1631,2,1673899742,1,3,790
151,320,2,1673900937,1,3,791
151,2098,2,1673900937,1,3,792
151,1596,2,1673900937,1,3,793
151,2925,2,1673900937,1,3,794
153,2712,2,1673900937,1,3,795
153,28,2,1673900937,1,3,796
153,139,2,1673900937,1,3,797
153,385,2,1673900937,1,3,798
151,2369,2,1673900937,1,3,799
153,2813,2,1673900937,1,3,800
237,359,2,1673901546,1,3,801
99,291,2,1673901546,1,3,802
99,2696,2,1673901546,1,3,803
99,1407,2,1673901546,1,3,804
99,113,2,1673901546,1,3,805
237,1254,2,1673901546,1,3,806
237,784,2,1673901546,1,3,807
237,462,2,1673901546,1,3,808
237,1793,2,1673901546,1,3,809
99,921,2,1673901546,1,3,810
378,4696,0,1673901597,1,2,811
364,4696,1,1673901597,1,2,812
151,11383,1,1673902729,1,2,813
153,11383,0,1673902729,1,2,814
237,8960,1,1673903762,1,2,815
99,8960,0,1673903762,1,2,816
394,2028,2,1673905038,1,3,817
394,317,2,1673905038,1,3,818
394,1851,2,1673905038,1,3,819
394,2413,2,1673905038,1,3,820
394,53,2,1673905038,1,3,821
139,1914,2,1673905038,1,3,822
139,771,2,1673905038,1,3,823
139,2507,2,1673905038,1,3,824
139,2066,2,1673905038,1,3,825
139,907,2,1673905038,1,3,826
394,8970,0,1673906828,1,2,827
139,8970,1,1673906828,1,2,828
82,2131,2,1673913750,1,3,829
82,3025,2,1673913750,1,3,830
82,1736,2,1673913750,1,3,831
82,2983,2,1673913750,1,3,832
82,2410,2,1673913750,1,3,833
377,1472,2,1673913750,1,3,834
377,1493,2,1673913750,1,3,835
377,379,2,1673913750,1,3,836
377,2936,2,1673913750,1,3,837
377,2957,2,1673913750,1,3,838
377,8961,0,1673915572,1,2,839
82,8961,1,1673915572,1,2,840
82,1736,2,1673917047,1,3,841
82,2131,2,1673917047,1,3,842
82,3025,2,1673917047,1,3,843
82,2983,2,1673917047,1,3,844
377,1472,2,1673917047,1,3,845
377,2957,2,1673917047,1,3,846
377,1493,2,1673917047,1,3,847
377,379,2,1673917047,1,3,848
377,2936,2,1673917047,1,3,849
82,2410,2,1673917047,1,3,850
377,8962,0,1673919019,1,2,851
82,8962,1,1673919019,1,2,852
26,1624,2,1673921114,1,3,853
26,1221,2,1673921114,1,3,854
183,2668,2,1673921114,1,3,855
183,1577,2,1673921114,1,3,856
183,197,2,1673921114,1,3,857
183,841,2,1673921114,1,3,858
183,706,2,1673921114,1,3,859
26,152,2,1673921114,1,3,860
26,879,2,1673921114,1,3,861
26,18,2,1673921114,1,3,862
183,8963,1,1673923246,1,2,863
26,8963,0,1673923246,1,2,864
26,152,2,1673924962,1,3,865
183,706,2,1673924962,1,3,866
183,2668,2,1673924962,1,3,867
183,841,2,1673924962,1,3,868
183,1577,2,1673924962,1,3,869
183,197,2,1673924962,1,3,870
26,1624,2,1673924962,1,3,871
26,1221,2,1673924962,1,3,872
26,18,2,1673924962,1,3,873
26,879,2,1673924962,1,3,874
183,8949,1,1673926683,1,2,875
26,8949,0,1673926683,1,2,876
404,2900,2,1673943234,1,3,877
367,1551,2,1673943234,1,3,878
404,961,2,1673943234,1,3,879
367,1626,2,1673943234,1,3,880
367,456,2,1673943234,1,3,881
404,1185,2,1673943234,1,3,882
367,2498,2,1673943234,1,3,883
404,1781,2,1673943234,1,3,884
404,2856,2,1673943234,1,3,885
367,1581,2,1673943234,1,3,886
367,13028,0,1673945170,1,2,887
404,13028,1,1673945170,1,2,888
367,1581,2,1673946445,1,3,889
367,1626,2,1673946445,1,3,890
404,2900,2,1673946445,1,3,891
367,1551,2,1673946445,1,3,892
404,1185,2,1673946445,1,3,893
367,456,2,1673946445,1,3,894
367,2498,2,1673946445,1,3,895
404,1781,2,1673946445,1,3,896
404,961,2,1673946445,1,3,897
404,2856,2,1673946445,1,3,898
343,2063,2,1673947198,1,3,899
343,1415,2,1673947198,1,3,900
343,1225,2,1673947198,1,3,901
343,1263,2,1673947198,1,3,902
430,208,2,1673947198,1,3,903
430,1352,2,1673947198,1,3,904
430,2254,2,1673947198,1,3,905
430,59,2,1673947198,1,3,906
343,438,2,1673947198,1,3,907
430,1087,2,1673947198,1,3,908
404,13017,0,1673947975,1,2,909
367,13017,1,1673947975,1,2,910
367,1626,2,1673949221,1,3,911
367,456,2,1673949221,1,3,912
367,2498,2,1673949221,1,3,913
367,1581,2,1673949221,1,3,914
404,1185,2,1673949221,1,3,915
404,1781,2,1673949221,1,3,916
404,2856,2,1673949221,1,3,917
404,2900,2,1673949221,1,3,918
367,1551,2,1673949221,1,3,919
404,961,2,1673949221,1,3,920
430,4075,0,1673949428,1,2,921
343,4075,1,1673949428,1,2,922
430,1087,2,1673950854,1,3,923
343,1263,2,1673950854,1,3,924
343,1225,2,1673950854,1,3,925
343,1415,2,1673950854,1,3,926
343,438,2,1673950854,1,3,927
343,2063,2,1673950854,1,3,928
430,59,2,1673950854,1,3,929
430,2254,2,1673950854,1,3,930
430,1352,2,1673950854,1,3,931
430,208,2,1673950854,1,3,932
404,13029,0,1673951197,1,2,933
367,13029,1,1673951197,1,2,934
343,4076,1,1673952831,1,2,935
430,4076,0,1673952831,1,2,936
169,697,2,1673954263,1,3,937
169,1277,2,1673954263,1,3,938
169,3022,2,1673954263,1,3,939
169,1554,2,1673954263,1,3,940
251,171,2,1673954263,1,3,941
251,2171,2,1673954263,1,3,942
251,723,2,1673954263,1,3,943
251,1652,2,1673954263,1,3,944
251,695,2,1673954263,1,3,945
169,364,2,1673954263,1,3,946
449,2558,2,1673954870,1,3,947
236,1788,2,1673954870,1,3,948
236,1765,2,1673954870,1,3,949
236,69,2,1673954870,1,3,950
236,2910,2,1673954870,1,3,951
449,2681,2,1673954870,1,3,952
449,2065,2,1673954870,1,3,953
449,1294,2,1673954870,1,3,954
449,278,2,1673954870,1,3,955
236,742,2,1673954870,1,3,956
169,4077,1,1673956081,1,2,957
251,4077,0,1673956081,1,2,958
236,13018,1,1673957056,1,2,959
449,13018,0,1673957056,1,2,960
169,1277,2,1673957377,1,3,961
169,1554,2,1673957377,1,3,962
251,1652,2,1673957377,1,3,963
251,723,2,1673957377,1,3,964
251,2171,2,1673957377,1,3,965
251,171,2,1673957377,1,3,966
169,697,2,1673957377,1,3,967
251,695,2,1673957377,1,3,968
169,3022,2,1673957377,1,3,969
169,364,2,1673957377,1,3,970
449,1294,2,1673958528,1,3,971
236,742,2,1673958528,1,3,972
236,2910,2,1673958528,1,3,973
236,69,2,1673958528,1,3,974
236,1765,2,1673958528,1,3,975
449,2681,2,1673958528,1,3,976
449,2065,2,1673958528,1,3,977
449,278,2,1673958528,1,3,978
449,2558,2,1673958528,1,3,979
236,1788,2,1673958528,1,3,980
169,4078,1,1673958839,1,2,981
251,4078,0,1673958839,1,2,982
236,13024,1,1673960886,1,2,983
449,13024,0,1673960886,1,2,984
415,409,2,1673971356,1,3,985
415,1323,2,1673971356,1,3,986
415,2871,2,1673971356,1,3,987
35,2526,2,1673971356,1,3,988
415,2184,2,1673971356,1,3,989
415,396,2,1673971356,1,3,990
35,2789,2,1673971356,1,3,991
35,1504,2,1673971356,1,3,992
35,1580,2,1673971356,1,3,993
35,1302,2,1673971356,1,3,994
35,11377,1,1673973373,1,2,995
415,11377,0,1673973373,1,2,996
139,771,2,1673975109,1,3,997
139,2507,2,1673975109,1,3,998
139,907,2,1673975109,1,3,999
139,2066,2,1673975109,1,3,1000
312,1110,2,1673975109,1,3,1001
312,2899,2,1673975109,1,3,1002
139,1914,2,1673975109,1,3,1003
312,2376,2,1673975109,1,3,1004
312,1894,2,1673975109,1,3,1005
312,1488,2,1673975109,1,3,1006
433,850,2,1673975134,1,3,1007
350,1910,2,1673975134,1,3,1008
350,1891,2,1673975134,1,3,1009
350,1427,2,1673975134,1,3,1010
350,2105,2,1673975134,1,3,1011
350,3024,2,1673975134,1,3,1012
433,1739,2,1673975134,1,3,1013
433,308,2,1673975134,1,3,1014
433,145,2,1673975134,1,3,1015
433,2734,2,1673975134,1,3,1016
372,488,2,1673975350,1,3,1017
176,389,2,1673975350,1,3,1018
372,2193,2,1673975350,1,3,1019
372,2664,2,1673975350,1,3,1020
372,1886,2,1673975350,1,3,1021
372,2836,2,1673975350,1,3,1022
176,2446,2,1673975350,1,3,1023
176,134,2,1673975350,1,3,1024
176,2762,2,1673975350,1,3,1025
176,639,2,1673975350,1,3,1026
350,13030,1,1673976937,1,2,1027
433,13030,0,1673976937,1,2,1028
176,11384,0,1673977041,1,2,1029
372,11384,1,1673977041,1,2,1030
312,8964,0,1673977312,1,2,1031
139,8964,1,1673977312,1,2,1032
483,735,2,1673978476,1,3,1033
483,2881,2,1673978476,1,3,1034
483,779,2,1673978476,1,3,1035
483,1044,2,1673978476,1,3,1036
198,292,2,1673978476,1,3,1037
198,1816,2,1673978476,1,3,1038
198,1890,2,1673978476,1,3,1039
198,2665,2,1673978476,1,3,1040
483,741,2,1673978476,1,3,1041
198,880,2,1673978476,1,3,1042
233,2161,2,1673978942,1,3,1043
233,568,2,1673978942,1,3,1044
153,28,2,1673978942,1,3,1045
153,139,2,1673978942,1,3,1046
153,385,2,1673978942,1,3,1047
233,452,2,1673978942,1,3,1048
153,2712,2,1673978942,1,3,1049
233,306,2,1673978942,1,3,1050
153,2813,2,1673978942,1,3,1051
233,1328,2,1673978942,1,3,1052
196,2588,2,1673979051,1,3,1053
196,1000,2,1673979051,1,3,1054
196,2761,2,1673979051,1,3,1055
196,1236,2,1673979051,1,3,1056
196,1614,2,1673979051,1,3,1057
99,2696,2,1673979051,1,3,1058
99,1407,2,1673979051,1,3,1059
99,291,2,1673979051,1,3,1060
99,113,2,1673979051,1,3,1061
99,921,2,1673979051,1,3,1062
483,13031,1,1673980546,1,2,1063
198,13031,0,1673980546,1,2,1064
99,8950,1,1673980914,1,2,1065
196,8950,0,1673980914,1,2,1066
233,11378,0,1673981084,1,2,1067
153,11378,1,1673981084,1,2,1068
98,3008,2,1673981919,1,3,1069
22,2230,2,1673981919,1,3,1070
22,1591,2,1673981919,1,3,1071
22,2238,2,1673981919,1,3,1072
98,2619,2,1673981919,1,3,1073
98,985,2,1673981919,1,3,1074
98,573,2,1673981919,1,3,1075
98,2565,2,1673981919,1,3,1076
22,1201,2,1673981919,1,3,1077
22,3044,2,1673981919,1,3,1078
146,2948,2,1673982745,1,3,1079
146,221,2,1673982745,1,3,1080
361,2431,2,1673982745,1,3,1081
146,2451,2,1673982745,1,3,1082
146,1723,2,1673982745,1,3,1083
146,310,2,1673982745,1,3,1084
361,1156,2,1673982745,1,3,1085
361,746,2,1673982745,1,3,1086
361,1241,2,1673982745,1,3,1087
361,2847,2,1673982745,1,3,1088
304,595,2,1673984288,1,3,1089
304,1303,2,1673984288,1,3,1090
36,2630,2,1673984288,1,3,1091
36,1821,2,1673984288,1,3,1092
36,1785,2,1673984288,1,3,1093
36,1209,2,1673984288,1,3,1094
304,2290,2,1673984288,1,3,1095
304,2659,2,1673984288,1,3,1096
36,2424,2,1673984288,1,3,1097
304,239,2,1673984288,1,3,1098
22,13025,1,1673984425,1,2,1099
98,13025,0,1673984425,1,2,1100
146,8965,1,1673985095,1,2,1101
361,8965,0,1673985095,1,2,1102
57,469,2,1673985937,1,3,1103
57,2121,2,1673985937,1,3,1104
57,3045,2,1673985937,1,3,1105
434,285,2,1673985937,1,3,1106
57,2288,2,1673985937,1,3,1107
434,363,2,1673985937,1,3,1108
434,2373,2,1673985937,1,3,1109
434,1957,2,1673985937,1,3,1110
434,1305,2,1673985937,1,3,1111
57,1238,2,1673985937,1,3,1112
95,863,2,1673986579,1,3,1113
95,2777,2,1673986579,1,3,1114
394,317,2,1673986579,1,3,1115
95,1795,2,1673986579,1,3,1116
95,548,2,1673986579,1,3,1117
95,1824,2,1673986579,1,3,1118
394,2028,2,1673986579,1,3,1119
394,1851,2,1673986579,1,3,1120
394,53,2,1673986579,1,3,1121
394,2413,2,1673986579,1,3,1122
304,11379,0,1673986631,1,2,1123
36,11379,1,1673986631,1,2,1124
57,13019,1,1673987648,1,2,1125
434,13019,0,1673987648,1,2,1126
151,320,2,1673988425,1,3,1127
252,838,2,1673988425,1,3,1128
252,926,2,1673988425,1,3,1129
252,1500,2,1673988425,1,3,1130
252,2316,2,1673988425,1,3,1131
252,1006,2,1673988425,1,3,1132
151,2925,2,1673988425,1,3,1133
151,1596,2,1673988425,1,3,1134
151,2098,2,1673988425,1,3,1135
151,2369,2,1673988425,1,3,1136
394,8966,0,1673988735,1,2,1137
95,8966,1,1673988735,1,2,1138
250,1199,2,1673989164,1,3,1139
250,2493,2,1673989164,1,3,1140
250,2907,2,1673989164,1,3,1141
250,2650,2,1673989164,1,3,1142
250,50,2,1673989164,1,3,1143
43,101,2,1673989164,1,3,1144
43,1674,2,1673989164,1,3,1145
43,129,2,1673989164,1,3,1146
43,835,2,1673989164,1,3,1147
43,1515,2,1673989164,1,3,1148
151,11381,1,1673990023,1,2,1149
252,11381,0,1673990023,1,2,1150
237,359,2,1673990430,1,3,1151
237,462,2,1673990430,1,3,1152
237,1254,2,1673990430,1,3,1153
237,1793,2,1673990430,1,3,1154
237,784,2,1673990430,1,3,1155
290,1351,2,1673990430,1,3,1156
290,1529,2,1673990430,1,3,1157
290,138,2,1673990430,1,3,1158
290,2272,2,1673990430,1,3,1159
290,468,2,1673990430,1,3,1160
43,13020,0,1673990920,1,2,1161
250,13020,1,1673990920,1,2,1162
237,8971,0,1673992071,1,2,1163
290,8971,1,1673992071,1,2,1164
87,1190,2,1674029851,1,3,1165
87,1775,2,1674029851,1,3,1166
87,1470,2,1674029851,1,3,1167
87,2343,2,1674029851,1,3,1168
32,1916,2,1674029851,1,3,1169
32,461,2,1674029851,1,3,1170
32,302,2,1674029851,1,3,1171
32,2653,2,1674029851,1,3,1172
32,1149,2,1674029851,1,3,1173
87,2118,2,1674029851,1,3,1174
32,11385,0,1674031659,1,2,1175
87,11385,1,1674031659,1,2,1176
87,1470,2,1674033184,1,3,1177
87,1775,2,1674033184,1,3,1178
87,1190,2,1674033184,1,3,1179
32,1916,2,1674033184,1,3,1180
87,2343,2,1674033184,1,3,1181
87,2118,2,1674033184,1,3,1182
32,1149,2,1674033184,1,3,1183
32,461,2,1674033184,1,3,1184
32,2653,2,1674033184,1,3,1185
32,302,2,1674033184,1,3,1186
407,871,2,1674033657,1,3,1187
407,1753,2,1674033657,1,3,1188
108,381,2,1674033657,1,3,1189
108,178,2,1674033657,1,3,1190
108,1326,2,1674033657,1,3,1191
108,2460,2,1674033657,1,3,1192
108,2082,2,1674033657,1,3,1193
407,3015,2,1674033657,1,3,1194
407,1585,2,1674033657,1,3,1195
407,1999,2,1674033657,1,3,1196
32,11390,0,1674035355,1,2,1197
87,11390,1,1674035355,1,2,1198
407,4079,1,1674035630,1,2,1199
108,4079,0,1674035630,1,2,1200
108,2460,2,1674036885,1,3,1201
407,3015,2,1674036885,1,3,1202
407,1585,2,1674036885,1,3,1203
407,871,2,1674036885,1,3,1204
407,1999,2,1674036885,1,3,1205
407,1753,2,1674036885,1,3,1206
108,381,2,1674036885,1,3,1207
108,1326,2,1674036885,1,3,1208
108,2082,2,1674036885,1,3,1209
108,178,2,1674036885,1,3,1210
108,4080,1,1674038842,1,2,1211
407,4080,0,1674038842,1,2,1212
403,2984,2,1674039607,1,3,1213
403,2698,2,1674039607,1,3,1214
403,2374,2,1674039607,1,3,1215
403,2611,2,1674039607,1,3,1216
160,1965,2,1674039607,1,3,1217
160,2640,2,1674039607,1,3,1218
160,3016,2,1674039607,1,3,1219
160,1141,2,1674039607,1,3,1220
160,57,2,1674039607,1,3,1221
403,1855,2,1674039607,1,3,1222
407,1753,2,1674040003,1,3,1223
407,1999,2,1674040003,1,3,1224
407,871,2,1674040003,1,3,1225
108,2082,2,1674040003,1,3,1226
407,3015,2,1674040003,1,3,1227
108,2460,2,1674040003,1,3,1228
108,381,2,1674040003,1,3,1229
108,178,2,1674040003,1,3,1230
407,1585,2,1674040003,1,3,1231
108,1326,2,1674040003,1,3,1232
403,11387,1,1674041769,1,2,1233
160,11387,0,1674041769,1,2,1234
108,4081,0,1674041852,1,2,1235
407,4081,1,1674041852,1,2,1236
403,2374,2,1674043164,1,3,1237
403,1855,2,1674043164,1,3,1238
403,2984,2,1674043164,1,3,1239
403,2698,2,1674043164,1,3,1240
403,2611,2,1674043164,1,3,1241
160,1965,2,1674043164,1,3,1242
160,2640,2,1674043164,1,3,1243
160,3016,2,1674043164,1,3,1244
160,1141,2,1674043164,1,3,1245
160,57,2,1674043164,1,3,1246
490,2021,2,1674044565,1,3,1247
490,2341,2,1674044565,1,3,1248
490,220,2,1674044565,1,3,1249
490,172,2,1674044565,1,3,1250
197,1196,2,1674044565,1,3,1251
490,817,2,1674044565,1,3,1252
197,2277,2,1674044565,1,3,1253
197,2913,2,1674044565,1,3,1254
197,674,2,1674044565,1,3,1255
197,721,2,1674044565,1,3,1256
160,11391,0,1674045103,1,2,1257
403,11391,1,1674045103,1,2,1258
490,4082,0,1674046141,1,2,1259
197,4082,1,1674046141,1,2,1260
197,2913,2,1674047543,1,3,1261
197,674,2,1674047543,1,3,1262
490,2341,2,1674047543,1,3,1263
490,220,2,1674047543,1,3,1264
490,172,2,1674047543,1,3,1265
490,817,2,1674047543,1,3,1266
197,1196,2,1674047543,1,3,1267
490,2021,2,1674047543,1,3,1268
197,2277,2,1674047543,1,3,1269
197,721,2,1674047543,1,3,1270
197,4083,0,1674049000,1,2,1271
490,4083,1,1674049000,1,2,1272
490,817,2,1674050211,1,3,1273
197,1196,2,1674050211,1,3,1274
197,721,2,1674050211,1,3,1275
197,2277,2,1674050211,1,3,1276
197,2913,2,1674050211,1,3,1277
197,674,2,1674050211,1,3,1278
490,2021,2,1674050211,1,3,1279
490,172,2,1674050211,1,3,1280
490,220,2,1674050211,1,3,1281
490,2341,2,1674050211,1,3,1282
197,4084,1,1674052111,1,2,1283
490,4084,0,1674052111,1,2,1284
151,2369,2,1674058202,1,3,1285
372,2836,2,1674058202,1,3,1286
151,2925,2,1674058202,1,3,1287
151,1596,2,1674058202,1,3,1288
151,2098,2,1674058202,1,3,1289
151,320,2,1674058202,1,3,1290
372,1886,2,1674058202,1,3,1291
372,2664,2,1674058202,1,3,1292
372,488,2,1674058202,1,3,1293
372,2193,2,1674058202,1,3,1294
372,11388,1,1674060080,1,2,1295
151,11388,0,1674060080,1,2,1296
176,2762,2,1674061750,1,3,1297
304,2659,2,1674061750,1,3,1298
304,2290,2,1674061750,1,3,1299
304,239,2,1674061750,1,3,1300
304,1071,2,1674061750,1,3,1301
176,2446,2,1674061750,1,3,1302
176,134,2,1674061750,1,3,1303
176,389,2,1674061750,1,3,1304
176,639,2,1674061750,1,3,1305
304,1303,2,1674061750,1,3,1306
324,1390,2,1674061771,1,3,1307
439,1412,2,1674061771,1,3,1308
439,2249,2,1674061771,1,3,1309
439,792,2,1674061771,1,3,1310
439,3000,2,1674061771,1,3,1311
324,700,2,1674061771,1,3,1312
439,1468,2,1674061771,1,3,1313
324,122,2,1674061771,1,3,1314
324,1143,2,1674061771,1,3,1315
324,2039,2,1674061771,1,3,1316
176,11389,0,1674063223,1,2,1317
304,11389,1,1674063223,1,2,1318
324,13032,0,1674064090,1,2,1319
439,13032,1,1674064090,1,2,1320
35,1302,2,1674065003,1,3,1321
153,385,2,1674065003,1,3,1322
153,139,2,1674065003,1,3,1323
153,2813,2,1674065003,1,3,1324
153,28,2,1674065003,1,3,1325
153,2712,2,1674065003,1,3,1326
35,2789,2,1674065003,1,3,1327
35,1580,2,1674065003,1,3,1328
35,2526,2,1674065003,1,3,1329
35,1504,2,1674065003,1,3,1330
382,1860,2,1674065722,1,3,1331
382,973,2,1674065722,1,3,1332
382,1142,2,1674065722,1,3,1333
382,2695,2,1674065722,1,3,1334
309,508,2,1674065722,1,3,1335
309,2679,2,1674065722,1,3,1336
309,2962,2,1674065722,1,3,1337
309,875,2,1674065722,1,3,1338
309,2273,2,1674065722,1,3,1339
382,1264,2,1674065722,1,3,1340
35,11392,0,1674067128,1,2,1341
153,11392,1,1674067128,1,2,1342
382,13033,0,1674067253,1,2,1343
309,13033,1,1674067253,1,2,1344
441,1756,2,1674068767,1,3,1345
441,2085,2,1674068767,1,3,1346
441,2643,2,1674068767,1,3,1347
441,2864,2,1674068767,1,3,1348
399,104,2,1674068767,1,3,1349
399,2771,2,1674068767,1,3,1350
399,2620,2,1674068767,1,3,1351
399,2154,2,1674068767,1,3,1352
399,1446,2,1674068767,1,3,1353
441,2062,2,1674068767,1,3,1354
415,396,2,1674068995,1,3,1355
415,383,2,1674068995,1,3,1356
415,2871,2,1674068995,1,3,1357
415,409,2,1674068995,1,3,1358
36,2630,2,1674068995,1,3,1359
36,1821,2,1674068995,1,3,1360
36,1209,2,1674068995,1,3,1361
36,1785,2,1674068995,1,3,1362
36,2424,2,1674068995,1,3,1363
415,1323,2,1674068995,1,3,1364
441,13034,0,1674070512,1,2,1365
399,13034,1,1674070512,1,2,1366
36,11386,0,1674070921,1,2,1367
415,11386,1,1674070921,1,2,1368
233,1328,2,1674073057,1,3,1369
233,2161,2,1674073057,1,3,1370
233,306,2,1674073057,1,3,1371
252,1006,2,1674073057,1,3,1372
252,2316,2,1674073057,1,3,1373
252,1500,2,1674073057,1,3,1374
233,568,2,1674073057,1,3,1375
252,926,2,1674073057,1,3,1376
252,838,2,1674073057,1,3,1377
233,452,2,1674073057,1,3,1378
470,1593,2,1674073153,1,3,1379
298,2298,2,1674073153,1,3,1380
470,851,2,1674073153,1,3,1381
470,1287,2,1674073153,1,3,1382
470,11,2,1674073153,1,3,1383
298,1524,2,1674073153,1,3,1384
298,865,2,1674073153,1,3,1385
298,1017,2,1674073153,1,3,1386
298,2416,2,1674073153,1,3,1387
470,2356,2,1674073153,1,3,1388
252,11393,0,1674075016,1,2,1389
233,11393,1,1674075016,1,2,1390
298,13035,1,1674075190,1,2,1391
470,13035,0,1674075190,1,2,1392
102,2491,2,1674076797,1,3,1393
102,1184,2,1674076797,1,3,1394
102,457,2,1674076797,1,3,1395
75,2088,2,1674076797,1,3,1396
75,948,2,1674076797,1,3,1397
75,1358,2,1674076797,1,3,1398
75,224,2,1674076797,1,3,1399
75,1256,2,1674076797,1,3,1400
102,1629,2,1674076797,1,3,1401
102,116,2,1674076797,1,3,1402
102,13021,1,1674078983,1,2,1403
75,13021,0,1674078983,1,2,1404
88,2798,2,1674104867,1,3,1405
88,495,2,1674104867,1,3,1406
248,590,2,1674104867,1,3,1407
248,1865,2,1674104867,1,3,1408
248,1128,2,1674104867,1,3,1409
248,1281,2,1674104867,1,3,1410
248,1829,2,1674104867,1,3,1411
88,1195,2,1674104867,1,3,1412
88,809,2,1674104867,1,3,1413
88,1239,2,1674104867,1,3,1414
265,1650,2,1674104969,1,3,1415
265,1668,2,1674104969,1,3,1416
265,1408,2,1674104969,1,3,1417
96,387,2,1674104969,1,3,1418
96,203,2,1674104969,1,3,1419
96,1060,2,1674104969,1,3,1420
96,2705,2,1674104969,1,3,1421
96,2790,2,1674104969,1,3,1422
265,2313,2,1674104969,1,3,1423
265,1426,2,1674104969,1,3,1424
154,608,2,1674105437,1,3,1425
154,92,2,1674105437,1,3,1426
175,2571,2,1674105437,1,3,1427
175,763,2,1674105437,1,3,1428
175,986,2,1674105437,1,3,1429
175,1570,2,1674105437,1,3,1430
175,1841,2,1674105437,1,3,1431
154,1747,2,1674105437,1,3,1432
154,748,2,1674105437,1,3,1433
154,1503,2,1674105437,1,3,1434
88,9029,1,1674106296,1,2,1435
248,9029,0,1674106296,1,2,1436
96,9002,1,1674106753,1,2,1437
265,9002,0,1674106753,1,2,1438
154,9003,0,1674107403,1,2,1439
175,9003,1,1674107403,1,2,1440
88,1239,2,1674107704,1,3,1441
88,495,2,1674107704,1,3,1442
248,590,2,1674107704,1,3,1443
248,1865,2,1674107704,1,3,1444
248,1128,2,1674107704,1,3,1445
248,1829,2,1674107704,1,3,1446
88,1195,2,1674107704,1,3,1447
88,809,2,1674107704,1,3,1448
248,1281,2,1674107704,1,3,1449
88,2798,2,1674107704,1,3,1450
96,387,2,1674108128,1,3,1451
96,203,2,1674108128,1,3,1452
96,1060,2,1674108128,1,3,1453
96,2705,2,1674108128,1,3,1454
96,2790,2,1674108128,1,3,1455
265,2313,2,1674108128,1,3,1456
265,1650,2,1674108128,1,3,1457
265,1408,2,1674108128,1,3,1458
265,1668,2,1674108128,1,3,1459
265,1426,2,1674108128,1,3,1460
154,1503,2,1674108654,1,3,1461
154,1747,2,1674108654,1,3,1462
154,608,2,1674108654,1,3,1463
154,92,2,1674108654,1,3,1464
175,2571,2,1674108654,1,3,1465
175,763,2,1674108654,1,3,1466
175,986,2,1674108654,1,3,1467
175,1570,2,1674108654,1,3,1468
175,1841,2,1674108654,1,3,1469
154,748,2,1674108654,1,3,1470
248,9004,0,1674109172,1,2,1471
88,9004,1,1674109172,1,2,1472
175,9005,1,1674110088,1,2,1473
154,9005,0,1674110088,1,2,1474
265,8972,1,1674110256,1,2,1475
96,8972,0,1674110256,1,2,1476
96,1060,2,1674111562,1,3,1477
96,2790,2,1674111562,1,3,1478
96,2705,2,1674111562,1,3,1479
96,203,2,1674111562,1,3,1480
96,387,2,1674111562,1,3,1481
265,1408,2,1674111562,1,3,1482
265,1650,2,1674111562,1,3,1483
265,1668,2,1674111562,1,3,1484
265,1426,2,1674111562,1,3,1485
265,2313,2,1674111562,1,3,1486
265,8973,0,1674113853,1,2,1487
96,8973,1,1674113853,1,2,1488
115,2516,2,1674116439,1,3,1489
115,1213,2,1674116439,1,3,1490
115,2993,2,1674116439,1,3,1491
115,1817,2,1674116439,1,3,1492
24,65,2,1674116439,1,3,1493
24,1811,2,1674116439,1,3,1494
115,2651,2,1674116439,1,3,1495
24,2748,2,1674116439,1,3,1496
24,1367,2,1674116439,1,3,1497
24,593,2,1674116439,1,3,1498
24,11482,0,1674118856,1,2,1499
115,11482,1,1674118856,1,2,1500
115,1213,2,1674120407,1,3,1501
115,2993,2,1674120407,1,3,1502
115,1817,2,1674120407,1,3,1503
115,2516,2,1674120407,1,3,1504
115,2651,2,1674120407,1,3,1505
24,65,2,1674120407,1,3,1506
24,2748,2,1674120407,1,3,1507
24,593,2,1674120407,1,3,1508
24,1367,2,1674120407,1,3,1509
